Number of hit	Text ID	Context before	Query item	Context after	URL	Matchbegin corpus position	Matchend corpus position
6999	nyt_eng_19940821_0003	in the air strike , but the Israeli military said one member of the squad , from a small Islamic	extremist	group influenced by al-Qaida , was killed . Such groups are rivals of Hamas , but the military said it	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=6998	1580753101	1580753101
7000	nyt_eng_19940821_0003	in the air strike , but the Israeli military said one member of the squad , from a small Islamic	extremist	group influenced by al-Qaida , was killed . Such groups are rivals of Hamas , but the military said it	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=6999	1580756793	1580756793
7001	nyt_eng_19940821_0003	role in an arson spree that destroyed buildings and vehicles in three Western states as a member of the environmental	extremist	group Earth Liberation Front . He was indicted in absentia in 2006 . By Dan Levin . PHILIPPINES-VIOLENCE -LRB- Davao	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7000	1580760822	1580760822
7002	nyt_eng_19940821_0003	wounded in the airstrike , but the Israeli military said one member of the squad , from a small Islamic	extremist	group influenced by al-Qaida , was killed . Such groups are rivals of Hamas , but the military said it	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7001	1580767998	1580767998
7003	nyt_eng_19940821_0003	, killed in the war with Iran in 1986 . And just last year a suicide car bomber -- an	extremist	from the Sunni group al-Qaida in Mesopotamia -- destroyed a marketplace in Kut , killing her brother . `` They	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7002	1580772433	1580772433
7004	nyt_eng_19940821_0003	wounded in the airstrike , but the Israeli military said one member of the squad , from a small Islamic	extremist	group influenced by al-Qaida , was killed . GERMAN CABINET MINISTER RESIGNS OVER AFGHAN RAID A German Cabinet official ,	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7003	1580775668	1580775668
7005	nyt_eng_19940821_0003	role in an arson spree that destroyed buildings and vehicles in three Western states as a member of the environmental	extremist	group Earth Liberation Front . By Dan Levin . -LRB- Scheduled to move by 9 p.m. ET in `` i	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7004	1580782543	1580782543
7006	nyt_eng_19940821_0003	an arson spree that destroyed buildings in three western states as a member of a group related to the environmental	extremist	organization Earth Liberation Front . He was indicted in absentia in 2006 . The story of Solondz 's life on	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7005	1580793750	1580793750
7007	nyt_eng_19940821_0003	an arson spree that destroyed buildings in three western states as a member of a group related to the environmental	extremist	organization Earth Liberation Front . He was indicted in absentia in 2006 . The story of Solondz 's life on	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7006	1580794150	1580794150
7008	nyt_eng_19940821_0003	an arson rampage that destroyed buildings in three western states as a member of a group related to the environmental	extremist	organization Earth Liberation Front . He was indicted in absentia in 2006 . The story of Solondz 's life on	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7007	1580844055	1580844055
7009	nyt_eng_19940821_0003	an arson rampage that destroyed buildings in three western states as a member of a group related to the environmental	extremist	organization Earth Liberation Front . He was indicted in absentia in 2006 . The story of Solondz 's life on	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7008	1580844462	1580844462
7010	nyt_eng_19940821_0003	December 2001 . `` Removing the al-Qaida leader from the battlefield eight years ago would not have eliminated the worldwide	extremist	threat , '' the committee 's report concludes . `` But the decisions that opened the door for his escape	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7009	1580875145	1580875145
7011	nyt_eng_19940821_0003	December 2001 . `` Removing the al-Qaida leader from the battlefield eight years ago would not have eliminated the worldwide	extremist	threat , '' the committee 's report concludes . `` But the decisions that opened the door for his escape	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7010	1580875942	1580875942
7012	nyt_eng_19940821_0003	Council takes the view that a ban on the construction of new minarets is not a feasible means of countering	extremist	tendencies . '' The government must now draft a supporting law on the ban , a process that could take	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7011	1581049371	1581049371
7013	nyt_eng_19940821_0003	Council takes the view that a ban on the construction of new minarets is not a feasible means of countering	extremist	tendencies . '' The government must now draft a supporting law on the ban , a process that could take	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7012	1581050319	1581050319
7014	nyt_eng_19940821_0003	Taliban are inextricably linked . `` While al-Qaida is under great pressure now and dependent on the Taliban and other	extremist	groups for sustainment , the success of the Taliban would vastly strengthen al-Qaida 's message , to the Muslim world	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7013	1581520494	1581520494
7015	nyt_eng_19940821_0003	attacks against the United States were planned , he said , it `` is still the wellspring of inspiration for	extremist	jihadism everywhere . '' He said that the `` guidance and strategic leadership '' for al-Qaida came from the group	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7014	1581520628	1581520628
7016	nyt_eng_19940821_0003	government . '' Somalia is embroiled in a civil war between a weak but internationally backed transitional government and an	extremist	Islamist insurgency with ties to al-Qaida . The country has been lawless and violent since 1991 , when the central	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7015	1581587924	1581587924
7017	nyt_eng_19940821_0003	one has yet claimed responsibility for the attack Thursday , it had all the hallmarks of the Shabab , an	extremist	Islamist group in Somalia that is drawing increasingly close to al-Qaida and harbors the ambition not only to rule Somalia	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7016	1581612249	1581612249
7018	nyt_eng_19940821_0003	tiny enclave of Mogadishu that the government controls . The rest is under the grip of the Shabab or other	extremist	Islamist groups . The Shamo was considered one of the safest hotels and the base of choice for the few	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7017	1581612361	1581612361
7019	nyt_eng_19940821_0003	one has yet claimed responsibility for the attack Thursday , it had all the hallmarks of the Shabab , an	extremist	Islamist group in Somalia that is drawing increasingly close to al-Qaida and harbors the ambition not only to rule Somalia	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7018	1581616018	1581616018
7020	nyt_eng_19940821_0003	tiny enclave of Mogadishu that the government controls . The rest is under the grip of the Shabab or other	extremist	Islamist groups that have sawed off the hands of teenage thieves and even recently banned bras -LRB- Shabab fighters said	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7019	1581616151	1581616151
7021	nyt_eng_19940821_0003	from London to Madrid . And it means a rising backlash , in which European voters support extreme measures and	extremist	parties because their politicians do n't seem to have anything to say about the problem . In fairness , it	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7020	1582044990	1582044990
7022	nyt_eng_19940821_0003	combatants . In the current lawsuit , Jose Padilla , now serving a 17-year sentence for conspiring to aid Islamic	extremist	groups , accuses Yoo of devising legal theories that justified what he claims was his illegal detention and abusive interrogation	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7021	1582191398	1582191398
7023	nyt_eng_19940821_0003	the brig , charged with and convicted of taking part in an unrelated conspiracy to provide money and supplies to	extremist	groups . Padilla 's suit says Yoo approved his detention in the brig and provided the legal cover for his	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7022	1582191609	1582191609
7024	nyt_eng_19940821_0003	on the football team . '' Kinkaid , McGee said , had become `` obsessed with pacifying even the most	extremist	of views , '' apparently including those of gays . He criticized one coach , whom he alleges to be	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7023	1582238764	1582238764
7025	nyt_eng_19940821_0003	as other journalists who express opinions . They also said that he had given government agents information about his own	extremist	followers and called the prosecution a betrayal of him by the government . One after another , students and faculty	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7024	1582266174	1582266174
7026	nyt_eng_19940821_0003	he writes that `` extreme inequalities of wealth '' and other factors could lead to `` a new form of	extremist	left-wing politics . '' We should beware these inequalities , he writes , and also beware the West 's sometimes	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7025	1582336310	1582336310
7027	nyt_eng_19940821_0003	a violent group in Somalia -- suggested that at least a small number of young American Muslims were drawn to	extremist	views . They pledged to start a nationwide campaign to counter such attitudes . The five men , some of	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7026	1582496091	1582496091
7028	nyt_eng_19940821_0003	a violent group in Somalia -- suggested that at least a small number of young American Muslims were drawn to	extremist	views . The five men , some of whom knew each other from their mosque in Alexandria , Va. ,	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7027	1582500876	1582500876
7029	nyt_eng_19940821_0003	a violent group in Somalia -- suggested that at least a small number of young American Muslims were drawn to	extremist	views . They pledged to start a nationwide campaign to counter such attitudes . The five men , some of	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7028	1582559525	1582559525
7030	nyt_eng_19940821_0003	official said . After touching down in Karachi , Pakistan 's biggest city , the men tried to join an	extremist	Islamic school near Karachi and approached another extremist organization , Jamaat-ud-Dawa , in the eastern city of Lahore , the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7029	1582645515	1582645515
7031	nyt_eng_19940821_0003	, Pakistan 's biggest city , the men tried to join an extremist Islamic school near Karachi and approached another	extremist	organization , Jamaat-ud-Dawa , in the eastern city of Lahore , the officials said . They were rebuffed in both	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7030	1582645523	1582645523
7032	nyt_eng_19940821_0003	official said . After touching down in Karachi , Pakistan 's biggest city , the men tried to join an	extremist	Islamic school near Karachi and approached another extremist organization , Jamaat-ud-Dawa , in the eastern city of Lahore , the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=7031	1582647285	1582647285
